repeat.thisRepN,repeat.thisTrialN,repeat.thisN,repeat.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,image.stopped,Bienvenida.started,Bienvenida.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,si.keys,si.started,si.stopped,no.keys,no.rt,no.started,no.stopped,Adios.started,Adios.stopped,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,8.926478700013831,None,11.88795870001195,None,space,0.9754777000052854,11.88795870001195,None,,,,,,,,,,,,kj,2022_Oct_12_1922,BananaMonkey,3.2.3,59.96681437053462,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,kj,2022_Oct_12_1922,BananaMonkey,3.2.3,59.96681437053462,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,kj,2022_Oct_12_1922,BananaMonkey,3.2.3,59.96681437053462,
0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,kj,2022_Oct_12_1922,BananaMonkey,3.2.3,59.96681437053462,
0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,kj,2022_Oct_12_1922,BananaMonkey,3.2.3,59.96681437053462,
0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,kj,2022_Oct_12_1922,BananaMonkey,3.2.3,59.96681437053462,
0,0,0,0,,,,,,,,,,,,,23.983878700004425,None,None,23.983878700004425,None,n,1.9412161000072956,23.983878700004425,None,,,kj,2022_Oct_12_1922,BananaMonkey,3.2.3,59.96681437053462,
,,,,,,,,,,,,,,,,,,,,,,,,,25.95193239999935,None,,,,,,
