repeat.thisRepN,repeat.thisTrialN,repeat.thisN,repeat.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,image.stopped,monkey_sound.started,monkey_sound.stopped,Bienvenida.started,Bienvenida.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,feedback_text.started,feedback_text.stopped,level_up_sound.started,level_up_sound.stopped,velo.started,velo.stopped,text.started,text.stopped,si.keys,si.started,si.stopped,no.keys,no.rt,no.started,no.stopped,Adios.started,Adios.stopped,mean_speed,max_speed,number_trials,number_trials_correct,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,15.702087499987101,None,15.569120500213465,None,18.57569739999599,None,space,0.6292895000078715,18.57569739999599,None,,,,,,,,,,,,,,,,,,,,,,rt,2022_Oct_15_1155,BananaMonkey,3.2.3,59.910086943855795,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rt,2022_Oct_15_1155,BananaMonkey,3.2.3,59.910086943855795,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rt,2022_Oct_15_1155,BananaMonkey,3.2.3,59.910086943855795,
0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rt,2022_Oct_15_1155,BananaMonkey,3.2.3,59.910086943855795,
0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rt,2022_Oct_15_1155,BananaMonkey,3.2.3,59.910086943855795,
0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rt,2022_Oct_15_1155,BananaMonkey,3.2.3,59.910086943855795,
0,0,0,0,,,,,,,,,,,,,,,30.343708000000333,None,30.304377300004127,None,30.343708000000333,None,33.307260000001406,None,None,33.307260000001406,None,n,1.0473237999831326,33.307260000001406,None,,,,,,,rt,2022_Oct_15_1155,BananaMonkey,3.2.3,59.910086943855795,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.377659199992195,None,0.024999999999999998,0.029999999999999995,5,5,,,,,,
