repeat.thisRepN,repeat.thisTrialN,repeat.thisN,repeat.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,image.stopped,monkey_sound.started,monkey_sound.stopped,Bienvenida.started,Bienvenida.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,logo_OB_intro.started,logo_OB_intro.stopped,feedback_text.started,feedback_text.stopped,level_up_sound.started,level_up_sound.stopped,velo.started,velo.stopped,text.started,text.stopped,si.keys,si.started,si.stopped,no.keys,no.rt,no.started,no.stopped,Adios.started,Adios.stopped,logo_ob_fin.started,logo_ob_fin.stopped,mean_speed,max_speed,number_trials,number_trials_correct,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,11.351616800006013,None,11.264022519922584,None,14.282022700004745,None,space,7.9071195000142325,14.282022700004745,None,,,,,,,,,,,,,,,,,,,,,,,,,,kk,2022_Oct_15_1251,BananaMonkey,3.2.3,60.702743515586214,
0,0,0,0,0,0,0,0,,,,,,,,,,,14.282022700004745,None,,,,,,,,,,,,,,,,,,,,,,,,kk,2022_Oct_15_1251,BananaMonkey,3.2.3,60.702743515586214,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kk,2022_Oct_15_1251,BananaMonkey,3.2.3,60.702743515586214,
0,0,0,0,,,,,,,,,,,,,,,,,27.333451100013917,None,27.29658629000478,30.299155599990627,27.333451100013917,None,30.31574809999438,None,None,30.31574809999438,None,n,0.391427599999588,30.31574809999438,None,,,,,,,,,kk,2022_Oct_15_1251,BananaMonkey,3.2.3,60.702743515586214,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.76548170001479,None,30.76548170001479,None,0.021249999999999998,0.0225,2,2,,,,,,
