trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,image.stopped,Bienvenida.started,Bienvenida.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Participant,date,expName,psychopyVersion,frameRate,
,,,,8.501306499994826,None,9.448855599970557,None,space,1.4279684000066482,9.448855599970557,None,jj,2022_Oct_12_1313,BananaMonkey,3.2.3,59.9337851592999,
0,0,0,0,,,,,,,,,jj,2022_Oct_12_1313,BananaMonkey,3.2.3,59.9337851592999,
1,0,1,0,,,,,,,,,jj,2022_Oct_12_1313,BananaMonkey,3.2.3,59.9337851592999,
2,0,2,0,,,,,,,,,jj,2022_Oct_12_1313,BananaMonkey,3.2.3,59.9337851592999,
3,0,3,0,,,,,,,,,jj,2022_Oct_12_1313,BananaMonkey,3.2.3,59.9337851592999,
4,0,4,0,,,,,,,,,jj,2022_Oct_12_1313,BananaMonkey,3.2.3,59.9337851592999,
