image.started,image.stopped,Bienvenida.started,Bienvenida.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Participant,date,expName,psychopyVersion,frameRate,
9.463172000017948,None,10.421897499996703,None,space,2.8090078000095673,10.421897499996703,None,poo,2022_Oct_12_1208,BananaMonkey,3.2.3,59.787121967316644,
