image.started,image.stopped,Bienvenida.started,Bienvenida.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Participant,date,expName,psychopyVersion,frameRate,
10.454063999990467,None,11.4131611000048,None,space,1.0353472999995574,11.4131611000048,None,pop,2022_Oct_11_2201,BananaMonkey,3.2.3,59.8863357337707,
