repeat.thisRepN,repeat.thisTrialN,repeat.thisN,repeat.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,image.stopped,monkey_sound.started,monkey_sound.stopped,Bienvenida.started,Bienvenida.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,feedback_text.started,feedback_text.stopped,level_up_sound.started,level_up_sound.stopped,velo.started,velo.stopped,text.started,text.stopped,si.keys,si.started,si.stopped,no.keys,no.rt,no.started,no.stopped,Adios.started,Adios.stopped,mean_speed,max_speed,number_trials,number_trials_correct,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,14.698258999997051,None,14.584833860065556,None,17.597892299992964,None,space,45.873177000001306,17.597892299992964,None,,,,,,,,,,,,,,,,,,,,,,jaja,2022_Oct_15_1230,BananaMonkey,3.2.3,59.2833238925129,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jaja,2022_Oct_15_1230,BananaMonkey,3.2.3,59.2833238925129,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jaja,2022_Oct_15_1230,BananaMonkey,3.2.3,59.2833238925129,
0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jaja,2022_Oct_15_1230,BananaMonkey,3.2.3,59.2833238925129,
0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jaja,2022_Oct_15_1230,BananaMonkey,3.2.3,59.2833238925129,
0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jaja,2022_Oct_15_1230,BananaMonkey,3.2.3,59.2833238925129,
0,0,0,0,,,,,,,,,,,,,,,74.65116780000972,None,74.6092599200114,None,74.65116780000972,None,77.622080000001,None,None,77.622080000001,None,n,34.51960609998787,77.622080000001,None,,,,,,,jaja,2022_Oct_15_1230,BananaMonkey,3.2.3,59.2833238925129,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.17600880001555,None,0.024999999999999998,0.029999999999999995,5,5,,,,,,
