image.started,image.stopped,Bienvenida.started,Bienvenida.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Participant,date,expName,psychopyVersion,frameRate,
9.375231000012718,None,10.329975000000559,None,space,1.0447035999968648,10.329975000000559,None,lo,2022_Oct_12_1224,BananaMonkey,3.2.3,60.57823134321394,
