repeat.thisRepN,repeat.thisTrialN,repeat.thisN,repeat.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,image.stopped,monkey_sound.started,monkey_sound.stopped,Bienvenida.started,Bienvenida.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,13.506877899999381,None,13.433756599988556,16.43422609999834,16.457219100004295,None,space,0.4013050000066869,16.457219100004295,None,lilo,2022_Oct_14_1839,BananaMonkey,3.2.3,59.75186246640966,
0,0,0,0,0,0,0,0,,,,,,,,,,,lilo,2022_Oct_14_1839,BananaMonkey,3.2.3,59.75186246640966,
0,0,0,0,1,0,1,0,,,,,,,,,,,lilo,2022_Oct_14_1839,BananaMonkey,3.2.3,59.75186246640966,
0,0,0,0,2,0,2,0,,,,,,,,,,,lilo,2022_Oct_14_1839,BananaMonkey,3.2.3,59.75186246640966,
0,0,0,0,3,0,3,0,,,,,,,,,,,lilo,2022_Oct_14_1839,BananaMonkey,3.2.3,59.75186246640966,
0,0,0,0,4,0,4,0,,,,,,,,,,,lilo,2022_Oct_14_1839,BananaMonkey,3.2.3,59.75186246640966,
