texto,answer,color,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,Instrucciones_texto.started,Instrucciones_texto.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,colores1.started,colores1.stopped,respuesta.keys,respuesta.corr,respuesta.rt,respuesta.started,respuesta.stopped,text_intructionses2.started,text_intructionses2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,rectangulo.started,rectangulo.stopped,respuesta_rect.keys,respuesta_rect.corr,respuesta_rect.rt,respuesta_rect.started,respuesta_rect.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,colores2.started,colores2.stopped,respuesta_mix.keys,respuesta_mix.corr,respuesta_mix.rt,respuesta_mix.started,respuesta_mix.stopped,despedida.started,despedida.stopped,participant,session,date,expName,psychopyVersion,frameRate,
azul,a,,0,26,26,3,,,,,,,,,,,,,,,44.32110190000003,None,['a'],0,[0.4659706999999571],44.2858688,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
naranja,n,,0,27,27,9,,,,,,,,,,,,,,,44.82006540000009,None,['n'],0,[0.6314500999999382],44.784604400000035,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
naranja,n,,0,28,28,13,,,,,,,,,,,,,,,45.470718300000044,None,['n'],0,[0.4823271999999861],45.437021800000025,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
azul,a,,0,29,29,6,,,,,,,,,,,,,,,45.98748760000001,None,['a'],0,[0.5418866999999636],45.94466440000008,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
verde,v,,0,30,30,23,,,,,,,,,,,,,,,46.572123900000065,None,['v'],0,[0.6133820999999671],46.52116990000002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
azul,a,,0,31,31,2,,,,,,,,,,,,,,,47.18867650000004,None,['a'],0,[0.6908061999999973],47.156993700000044,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
verde,v,,0,32,32,21,,,,,,,,,,,,,,,47.922848900000076,None,['v'],0,[0.6470513000000437],47.879568600000084,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
verde,v,,0,33,33,19,,,,,,,,,,,,,,,48.591365400000086,None,['v'],0,[0.4272809999999936],48.556699500000036,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
azul,a,,0,34,34,4,,,,,,,,,,,,,,,49.05721320000009,None,['a'],0,[0.5587936999999101],49.0078575,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.59324909999998,None,space,0.7620540000000346,54.58045000000004,None,,,,,,,,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
,v,"[-1, 0.04, -1]",,,,,0,0,0,21,,,,,,,,,,,,,,,,,,,,,,,,55.456033400000024,None,['v'],0,[0.9853425999999672],55.397039300000074,None,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
,v,"[-1, 0.04, -1]",,,,,0,1,1,24,,,,,,,,,,,,,,,,,,,,,,,,56.431715800000006,None,['v'],0,[0.441289299999994],56.39837220000004,None,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
,l,"[0.004, -1, 0.004]",,,,,0,2,2,30,,,,,,,,,,,,,,,,,,,,,,,,56.89905580000004,None,['l'],0,[0.9035873000000265],56.86485460000006,None,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
,n,"[1, 0.1, -1]",,,,,0,3,3,8,,,,,,,,,,,,,,,,,,,,,,,,57.835106400000086,None,['n'],0,[0.5866813999999749],57.78788230000009,None,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
,l,"[0.004, -1, 0.004]",,,,,0,4,4,32,,,,,,,,,,,,,,,,,,,,,,,,58.43357910000009,None,['l'],0,[0.42245599999989736],58.40145360000008,None,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
,v,"[-1, 0.04, -1]",,,,,0,5,5,22,,,,,,,,,,,,,,,,,,,,,,,,58.88457190000008,None,['v'],0,[0.5962693000000172],58.85021260000008,None,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
,n,"[1, 0.1, -1]",,,,,0,6,6,13,,,,,,,,,,,,,,,,,,,,,,,,59.501376100000016,None,"['l', 'n']",0,"[0.6652172999999948, 0.9849545000000717]",59.469475800000055,None,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
