imagen1,imagen2,hm1,cp1,ai1,pa1,vr1,cl1,hm2,cp2,ai2,pa2,vr2,cl2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Portada.started,image_11.started,text_19.started,Portada.stopped,Instruccions.started,text_8.started,key_resp_3.started,Instruccions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,instructions_2.started,image_3.started,image_4.started,key_resp_4.started,text_9.started,text_10.started,instructions_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,instructions_3.started,text_11.started,text_12.started,text_13.started,text_14.started,text_15.started,text_16.started,text_17.started,image_5.started,key_resp_5.started,text_18.started,image_6.started,image_7.started,image_8.started,image_9.started,image_10.started,instructions_3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,trial.started,image.started,image_2.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,results.started,text.started,text_2.started,text_3.started,text_4.started,text_5.started,text_6.started,text_7.started,key_resp_2.started,results.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
pngs\25.png,pngs\26.png,1,-1,1,0,1,0,-1,1,-1,0,-1,0,0,29,29,12,17.383883100003004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.222563899995293,17.383883100003004,17.383883100003004,17.383883100003004,17.392682100005914,right,0.00684639997780323,None,,,,,,,,,,,,,,621718,001,2025-07-07_14h12.59.350,tarea_coche_autonomo,2023.2.3,59.95203836702832,2025-07-07 14h13.06.067397 +0200,
pngs\1.png,pngs\2.png,0,-1,1,0,1,0,0,1,-1,0,-1,0,0,30,30,0,17.530491999990772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.39298669999698,17.530491999990772,17.530491999990772,17.530491999990772,17.622049400000833,right,0.07443709997460246,None,,,,,,,,,,,,,,621718,001,2025-07-07_14h12.59.350,tarea_coche_autonomo,2023.2.3,59.95203836702832,2025-07-07 14h13.06.067397 +0200,
pngs\19.png,pngs\20.png,-1,-1,1,0,-1,0,1,1,-1,0,1,0,0,31,31,9,17.766497500007972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.622380100016017,17.766497500007972,17.766497500007972,17.766497500007972,17.87204650003696,left,0.10318110004300252,None,,,,,,,,,,,,,,621718,001,2025-07-07_14h12.59.350,tarea_coche_autonomo,2023.2.3,59.95203836702832,2025-07-07 14h13.06.067397 +0200,
pngs\47.png,pngs\48.png,0,1,1,1,1,0,0,-1,-1,-1,-1,0,0,32,32,23,18.006236599991098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.872403800021857,18.006236599991098,18.006236599991098,18.006236599991098,18.072071500006132,left,0.0646590999676846,None,,,,,,,,,,,,,,621718,001,2025-07-07_14h12.59.350,tarea_coche_autonomo,2023.2.3,59.95203836702832,2025-07-07 14h13.06.067397 +0200,
pngs\35.png,pngs\36.png,0,-1,1,0,-1,0,0,1,-1,0,1,0,0,33,33,17,18.204712599981576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.072423000005074,18.204712599981576,18.204712599981576,18.204712599981576,18.304498100013006,left,0.08837800001492724,None,,,,,,,,,,,,,,621718,001,2025-07-07_14h12.59.350,tarea_coche_autonomo,2023.2.3,59.95203836702832,2025-07-07 14h13.06.067397 +0200,
pngs\63.png,pngs\64.png,0,1,1,0,1,0,0,-1,-1,0,-1,0,0,34,34,31,18.443168800033163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.304892699990887,18.443168800033163,18.443168800033163,18.443168800033163,18.654434900032356,right,0.2026767999632284,None,,,,,,,,,,,,,,621718,001,2025-07-07_14h12.59.350,tarea_coche_autonomo,2023.2.3,59.95203836702832,2025-07-07 14h13.06.067397 +0200,
pngs\7.png,pngs\8.png,0,1,1,0,1,0,0,-1,-1,0,-1,0,0,35,35,3,18.79031660000328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.654887499986216,18.79031660000328,18.79031660000328,18.79031660000328,18.804427199997008,left,0.006911600008606911,None,,,,,,,,,,,,,,621718,001,2025-07-07_14h12.59.350,tarea_coche_autonomo,2023.2.3,59.95203836702832,2025-07-07 14h13.06.067397 +0200,
pngs\43.png,pngs\44.png,0,-1,1,-1,-1,0,0,1,-1,1,1,0,0,36,36,21,18.94153589999769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.804816799995024,18.94153589999769,18.94153589999769,18.94153589999769,19.154263700009324,left,0.20032920001540333,None,,,,,,,,,,,,,,621718,001,2025-07-07_14h12.59.350,tarea_coche_autonomo,2023.2.3,59.95203836702832,2025-07-07 14h13.06.067397 +0200,
pngs\61.png,pngs\62.png,0,1,1,0,-1,0,0,-1,-1,0,1,0,0,37,37,30,19.301908800029196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.154667700000573,19.301908800029196,19.301908800029196,19.301908800029196,19.371159600035753,left,0.05621489998884499,None,,,,,,,,,,,,,,621718,001,2025-07-07_14h12.59.350,tarea_coche_autonomo,2023.2.3,59.95203836702832,2025-07-07 14h13.06.067397 +0200,
pngs\29.png,pngs\30.png,-1,1,1,0,-1,0,1,-1,-1,0,1,0,0,38,38,14,19.509757100022398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.371529199997894,19.509757100022398,19.509757100022398,19.509757100022398,19.70396900002379,right,0.18474009999772534,None,,,,,,,,,,,,,,621718,001,2025-07-07_14h12.59.350,tarea_coche_autonomo,2023.2.3,59.95203836702832,2025-07-07 14h13.06.067397 +0200,
pngs\21.png,pngs\22.png,1,1,1,0,-1,0,-1,-1,-1,0,1,0,0,39,39,10,19.843658300000243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.70434260001639,19.843658300000243,19.843658300000243,19.843658300000243,19.921643499983475,right,0.06663069996284321,None,,,,,,,,,,,,,,621718,001,2025-07-07_14h12.59.350,tarea_coche_autonomo,2023.2.3,59.95203836702832,2025-07-07 14h13.06.067397 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.92280609998852,19.95385609997902,19.95385609997902,19.95385609997902,19.95385609997902,19.95385609997902,19.95385609997902,19.95385609997902,19.95385609997902,21.636246900015976,space,1.6759336999966763,None,621718,001,2025-07-07_14h12.59.350,tarea_coche_autonomo,2023.2.3,59.95203836702832,2025-07-07 14h13.06.067397 +0200,
