imagen1,imagen2,hm1,cp1,ai1,pa1,vr1,cl1,hm2,cp2,ai2,pa2,vr2,cl2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Portada.started,image_11.started,text_19.started,Portada.stopped,Instruccions.started,text_8.started,key_resp_3.started,Instruccions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,instructions_2.started,image_3.started,image_4.started,key_resp_4.started,text_9.started,text_10.started,instructions_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,instructions_3.started,text_11.started,text_12.started,text_13.started,text_14.started,text_15.started,text_16.started,text_17.started,image_5.started,key_resp_5.started,text_18.started,image_6.started,image_7.started,image_8.started,image_9.started,image_10.started,instructions_3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,trial.started,image.started,image_2.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,results.started,text.started,text_2.started,text_3.started,text_4.started,text_5.started,text_6.started,text_7.started,key_resp_2.started,results.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,0.003270499990321696,0.050890899961814284,0.050890899961814284,5.012674700003117,5.012687199981883,5.029142499959562,5.029142499959562,6.782264299981762,space,1.7385925000417046,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436146,001,2024-07-16_11h21.08.183,untitled,2023.2.3,60.56128196976558,2024-07-16 11h21.16.217508 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.782284799963236,6.79857029998675,6.79857029998675,6.79857029998675,6.79857029998675,6.79857029998675,7.76721630000975,left,0.9616579999565147,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436146,001,2024-07-16_11h21.08.183,untitled,2023.2.3,60.56128196976558,2024-07-16 11h21.16.217508 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.767273899982683,7.782810800010338,7.782810800010338,7.782810800010338,7.782810800010338,7.782810800010338,7.782810800010338,7.782810800010338,7.782810800010338,7.782810800010338,7.782810800010338,7.782810800010338,7.782810800010338,7.782810800010338,7.782810800010338,7.782810800010338,8.802178399986587,space,1.0018321999814361,None,,,,,,,,,,,,,,,,,,,,,,436146,001,2024-07-16_11h21.08.183,untitled,2023.2.3,60.56128196976558,2024-07-16 11h21.16.217508 +0200,
C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\77.png,C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\78.png,0,1,1,0,-1,-1,0,-1,-1,0,1,1,0,0,0,38,8.958640399971046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.811615000013262,8.958640399971046,8.958640399971046,8.958640399971046,9.322266099974513,right,0.36094619997311383,None,,,,,,,,,,,,,,436146,001,2024-07-16_11h21.08.183,untitled,2023.2.3,60.56128196976558,2024-07-16 11h21.16.217508 +0200,
C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\21.png,C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\22.png,1,1,1,0,-1,0,-1,-1,-1,0,1,0,0,1,1,10,9.473946499987505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.323000599979423,9.473946499987505,9.473946499987505,9.473946499987505,9.735837899963371,right,0.25377149996347725,None,,,,,,,,,,,,,,436146,001,2024-07-16_11h21.08.183,untitled,2023.2.3,60.56128196976558,2024-07-16 11h21.16.217508 +0200,
C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\51.png,C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\52.png,0,-1,1,1,-1,0,0,1,-1,-1,1,0,0,2,2,25,9.8908417999628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.736209700000472,9.8908417999628,9.8908417999628,9.8908417999628,9.968866000010166,right,0.06894909997936338,None,,,,,,,,,,,,,,436146,001,2024-07-16_11h21.08.183,untitled,2023.2.3,60.56128196976558,2024-07-16 11h21.16.217508 +0200,
C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\41.png,C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\42.png,0,-1,1,-1,1,0,0,1,-1,1,-1,0,0,3,3,20,10.118104499997571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.96921279997332,10.118104499997571,10.118104499997571,10.118104499997571,10.202757699997164,right,0.07357170002069324,None,,,,,,,,,,,,,,436146,001,2024-07-16_11h21.08.183,untitled,2023.2.3,60.56128196976558,2024-07-16 11h21.16.217508 +0200,
C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\15.png,C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\16.png,0,1,1,0,1,0,0,-1,-1,0,-1,0,0,4,4,7,10.363284199964255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.203077899990603,10.363284199964255,10.363284199964255,10.363284199964255,10.385897499974817,left,0.020383700029924512,None,,,,,,,,,,,,,,436146,001,2024-07-16_11h21.08.183,untitled,2023.2.3,60.56128196976558,2024-07-16 11h21.16.217508 +0200,
C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\53.png,C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\54.png,0,1,1,-1,-1,0,0,-1,-1,1,1,0,0,5,5,26,10.557072199997492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.386340699973516,10.557072199997492,10.557072199997492,10.557072199997492,10.603718200000003,left,0.03459489997476339,None,,,,,,,,,,,,,,436146,001,2024-07-16_11h21.08.183,untitled,2023.2.3,60.56128196976558,2024-07-16 11h21.16.217508 +0200,
C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\73.png,C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\74.png,0,-1,1,0,1,1,0,1,-1,0,-1,-1,0,6,6,36,10.781198399956338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.604099499993026,10.781198399956338,10.781198399956338,10.781198399956338,10.83707599999616,right,0.04379000002518296,None,,,,,,,,,,,,,,436146,001,2024-07-16_11h21.08.183,untitled,2023.2.3,60.56128196976558,2024-07-16 11h21.16.217508 +0200,
C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\1.png,C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\2.png,0,-1,1,0,1,0,0,1,-1,0,-1,0,0,7,7,0,10.993178099975921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.837427299993578,10.993178099975921,10.993178099975921,10.993178099975921,11.186863599985372,right,0.1826040000305511,None,,,,,,,,,,,,,,436146,001,2024-07-16_11h21.08.183,untitled,2023.2.3,60.56128196976558,2024-07-16 11h21.16.217508 +0200,
C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\27.png,C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\28.png,1,-1,1,0,-1,0,-1,1,-1,0,1,0,0,8,8,13,11.340847599960398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.187187000003178,11.340847599960398,11.340847599960398,11.340847599960398,11.350373399967793,left,0.00284770003054291,None,,,,,,,,,,,,,,436146,001,2024-07-16_11h21.08.183,untitled,2023.2.3,60.56128196976558,2024-07-16 11h21.16.217508 +0200,
