imagen1,imagen2,hm1,cp1,ai1,pa1,vr1,cl1,hm2,cp2,ai2,pa2,vr2,cl2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Portada.started,image_11.started,text_19.started,Portada.stopped,Instruccions.started,text_8.started,key_resp_3.started,Instruccions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,instructions_2.started,image_3.started,image_4.started,key_resp_4.started,text_9.started,text_10.started,instructions_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,instructions_3.started,text_11.started,text_12.started,text_13.started,text_14.started,text_15.started,text_16.started,text_17.started,image_5.started,key_resp_5.started,text_18.started,image_6.started,image_7.started,image_8.started,image_9.started,image_10.started,instructions_3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,trial.started,image.started,image_2.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,results.started,text.started,text_2.started,text_3.started,text_4.started,text_5.started,text_6.started,text_7.started,key_resp_2.started,results.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,0.002952600014396012,0.02821570000378415,0.02821570000378415,5.015900900005363,5.015911000024062,5.031678100000136,5.031678100000136,5.633908600022551,space,0.5908166999579407,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552420,001,2024-07-16_11h34.12.628,untitled,2023.2.3,59.83423523327258,2024-07-16 11h34.20.311437 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.633927899994887,5.649899400013965,5.649899400013965,5.649899400013965,5.649899400013965,5.649899400013965,7.269661800004542,right,1.6121307000285015,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552420,001,2024-07-16_11h34.12.628,untitled,2023.2.3,59.83423523327258,2024-07-16 11h34.20.311437 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.269680800032802,7.284554300014861,7.284554300014861,7.284554300014861,7.284554300014861,7.284554300014861,7.284554300014861,7.284554300014861,7.284554300014861,7.284554300014861,7.284554300014861,7.284554300014861,7.284554300014861,7.284554300014861,7.284554300014861,7.284554300014861,8.805286500020884,space,1.5142155999783427,None,,,,,,,,,,,,,,,,,,,,,,552420,001,2024-07-16_11h34.12.628,untitled,2023.2.3,59.83423523327258,2024-07-16 11h34.20.311437 +0200,
C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\29.png,C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\30.png,-1,1,1,0,-1,0,1,-1,-1,0,1,0,0,0,0,14,8.948955899977591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.810964400006924,8.948955899977591,8.948955899977591,8.948955899977591,9.655382100027055,left,0.7047286999877542,None,,,,,,,,,,,,,,552420,001,2024-07-16_11h34.12.628,untitled,2023.2.3,59.83423523327258,2024-07-16 11h34.20.311437 +0200,
C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\35.png,C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\36.png,0,-1,1,0,-1,0,0,1,-1,0,1,0,0,1,1,17,9.801732100022491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.655849499977194,9.801732100022491,9.801732100022491,9.801732100022491,9.988010300032329,right,0.1802946000243537,None,,,,,,,,,,,,,,552420,001,2024-07-16_11h34.12.628,untitled,2023.2.3,59.83423523327258,2024-07-16 11h34.20.311437 +0200,
C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\25.png,C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\26.png,1,-1,1,0,1,0,-1,1,-1,0,-1,0,0,2,2,12,10.137956799997482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.988352400017902,10.137956799997482,10.137956799997482,10.137956799997482,10.255108700017445,right,0.11573099996894598,None,,,,,,,,,,,,,,552420,001,2024-07-16_11h34.12.628,untitled,2023.2.3,59.83423523327258,2024-07-16 11h34.20.311437 +0200,
C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\13.png,C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\14.png,0,1,1,0,-1,0,0,-1,-1,0,1,0,0,3,3,6,10.381624300032854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.255475700017996,10.381624300032854,10.381624300032854,10.381624300032854,10.471566500025801,right,0.08065909997094423,None,,,,,,,,,,,,,,552420,001,2024-07-16_11h34.12.628,untitled,2023.2.3,59.83423523327258,2024-07-16 11h34.20.311437 +0200,
C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\71.png,C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\72.png,0,1,1,0,1,1,0,-1,-1,0,-1,-1,0,4,4,35,10.635129100002814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.471902800025418,10.635129100002814,10.635129100002814,10.635129100002814,10.838829000014812,left,0.18678289995295927,None,,,,,,,,,,,,,,552420,001,2024-07-16_11h34.12.628,untitled,2023.2.3,59.83423523327258,2024-07-16 11h34.20.311437 +0200,
C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\67.png,C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\68.png,0,-1,1,0,-1,-1,0,1,-1,0,1,1,0,5,5,33,10.972425999992993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.839204000018071,10.972425999992993,10.972425999992993,10.972425999992993,11.005670899990946,right,0.02518599998438731,None,,,,,,,,,,,,,,552420,001,2024-07-16_11h34.12.628,untitled,2023.2.3,59.83423523327258,2024-07-16 11h34.20.311437 +0200,
C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\59.png,C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\60.png,0,-1,1,0,-1,0,0,1,-1,0,1,0,0,6,6,29,11.140355699986685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.005991699988954,11.140355699986685,11.140355699986685,11.140355699986685,11.17240480001783,left,0.018756200035568327,None,,,,,,,,,,,,,,552420,001,2024-07-16_11h34.12.628,untitled,2023.2.3,59.83423523327258,2024-07-16 11h34.20.311437 +0200,
