trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,imagen1,imagen2,hm1,cp1,ai1,pa1,vr1,cl1,hm2,cp2,ai2,pa2,vr2,cl2,thisRow.t,notes,instructions_3.started,text_11.started,text_12.started,text_13.started,text_14.started,text_15.started,text_16.started,text_17.started,image_5.started,key_resp_5.started,text_18.started,image_6.started,image_7.started,image_8.started,image_9.started,image_10.started,instructions_3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,0.021503500000108033,0.0405830999952741,0.0405830999952741,0.0405830999952741,0.0405830999952741,0.0405830999952741,0.0405830999952741,0.0405830999952741,0.0405830999952741,0.0405830999952741,0.0405830999952741,0.0405830999952741,0.0405830999952741,0.0405830999952741,0.0405830999952741,0.0405830999952741,2.1440125000081025,space,2.0886143000097945,None,,104136,001,2025-07-07_14h18.34.992,tarea_coche_autonomo,2023.2.3,60.67007673233988,2025-07-07 14h18.42.759976 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1492088999948464,,,,,,,,
