imagen1,imagen2,hm1,cp1,ai1,pa1,vr1,cl1,hm2,cp2,ai2,pa2,vr2,cl2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Portada.started,image_11.started,text_19.started,Portada.stopped,Instruccions.started,text_8.started,key_resp_3.started,Instruccions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,instructions_2.started,image_3.started,image_4.started,key_resp_4.started,text_9.started,text_10.started,instructions_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,instructions_3.started,text_11.started,text_12.started,text_13.started,text_14.started,text_15.started,text_16.started,text_17.started,image_5.started,key_resp_5.started,text_18.started,image_6.started,image_7.started,image_8.started,image_9.started,image_10.started,instructions_3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,trial.started,image.started,image_2.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,results.started,text.started,text_2.started,text_3.started,text_4.started,text_5.started,text_6.started,text_7.started,key_resp_2.started,results.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,0.0029246999765746295,0.03918839996913448,0.03918839996913448,5.001232000009622,5.001250499975868,5.016486799984705,5.016486799984705,6.200946900004055,space,1.1748238999862224,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040197,001,2025-07-07_14h20.12.429,tarea_coche_autonomo,2023.2.3,59.939389274628894,2025-07-07 14h20.19.254440 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2009829999879,6.21595589997014,6.21595589997014,6.21595589997014,6.21595589997014,6.21595589997014,7.349854599975515,left,1.120554200024344,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040197,001,2025-07-07_14h20.12.429,tarea_coche_autonomo,2023.2.3,59.939389274628894,2025-07-07 14h20.19.254440 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.349877099972218,7.364910200005397,7.364910200005397,7.364910200005397,7.364910200005397,7.364910200005397,7.364910200005397,7.364910200005397,7.364910200005397,7.364910200005397,7.364910200005397,7.364910200005397,7.364910200005397,7.364910200005397,7.364910200005397,7.364910200005397,8.565244900004473,space,1.1950707999640144,None,,,,,,,,,,,,,,,,,,,,,,040197,001,2025-07-07_14h20.12.429,tarea_coche_autonomo,2023.2.3,59.939389274628894,2025-07-07 14h20.19.254440 +0200,
pngs\43.png,pngs\44.png,0,-1,1,-1,-1,0,0,1,-1,1,1,0,0,0,0,21,8.716453099972568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.570777799992356,8.716453099972568,8.716453099972568,8.716453099972568,9.581447499978822,right,0.8518800999736413,None,,,,,,,,,,,,,,040197,001,2025-07-07_14h20.12.429,tarea_coche_autonomo,2023.2.3,59.939389274628894,2025-07-07 14h20.19.254440 +0200,
pngs\59.png,pngs\60.png,0,-1,1,0,-1,0,0,1,-1,0,1,0,0,1,1,29,9.722759699972812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.581924600002822,9.722759699972812,9.722759699972812,9.722759699972812,9.813749000022653,right,0.08573960000649095,None,,,,,,,,,,,,,,040197,001,2025-07-07_14h20.12.429,tarea_coche_autonomo,2023.2.3,59.939389274628894,2025-07-07 14h20.19.254440 +0200,
pngs\13.png,pngs\14.png,0,1,1,0,-1,0,0,-1,-1,0,1,0,0,2,2,6,9.974071500007994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.814098600007128,9.974071500007994,9.974071500007994,9.974071500007994,10.014383999980055,right,0.03321929997764528,None,,,,,,,,,,,,,,040197,001,2025-07-07_14h20.12.429,tarea_coche_autonomo,2023.2.3,59.939389274628894,2025-07-07 14h20.19.254440 +0200,
pngs\19.png,pngs\20.png,-1,-1,1,0,-1,0,1,1,-1,0,1,0,0,3,3,9,10.162009899970144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.014753399998881,10.162009899970144,10.162009899970144,10.162009899970144,10.247355700004846,left,0.07839520002016798,None,,,,,,,,,,,,,,040197,001,2025-07-07_14h20.12.429,tarea_coche_autonomo,2023.2.3,59.939389274628894,2025-07-07 14h20.19.254440 +0200,
pngs\39.png,pngs\40.png,0,1,1,0,1,0,0,-1,-1,0,-1,0,0,4,4,19,10.382970199978445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.247695399972145,10.382970199978445,10.382970199978445,10.382970199978445,10.497063799994066,left,0.10453080001752824,None,,,,,,,,,,,,,,040197,001,2025-07-07_14h20.12.429,tarea_coche_autonomo,2023.2.3,59.939389274628894,2025-07-07 14h20.19.254440 +0200,
pngs\67.png,pngs\68.png,0,-1,1,0,-1,-1,0,1,-1,0,1,1,0,5,5,33,10.636782200017478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.497434900025837,10.636782200017478,10.636782200017478,10.636782200017478,10.69713549996959,right,0.05869179998990148,None,,,,,,,,,,,,,,040197,001,2025-07-07_14h20.12.429,tarea_coche_autonomo,2023.2.3,59.939389274628894,2025-07-07 14h20.19.254440 +0200,
pngs\3.png,pngs\4.png,0,-1,1,0,-1,0,0,1,-1,0,1,0,0,6,6,1,10.8364489999949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.697477800014894,10.8364489999949,10.8364489999949,10.8364489999949,10.930414500006009,right,0.09214819996850565,None,,,,,,,,,,,,,,040197,001,2025-07-07_14h20.12.429,tarea_coche_autonomo,2023.2.3,59.939389274628894,2025-07-07 14h20.19.254440 +0200,
pngs\45.png,pngs\46.png,0,1,1,1,-1,0,0,-1,-1,-1,1,0,0,7,7,22,11.07911970000714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.930799000023399,11.07911970000714,11.07911970000714,11.07911970000714,11.163580299995374,right,0.073316199996043,None,,,,,,,,,,,,,,040197,001,2025-07-07_14h20.12.429,tarea_coche_autonomo,2023.2.3,59.939389274628894,2025-07-07 14h20.19.254440 +0200,
pngs\21.png,pngs\22.png,1,1,1,0,-1,0,-1,-1,-1,0,1,0,0,8,8,10,11.30386380001437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.16398750001099,11.30386380001437,11.30386380001437,11.30386380001437,11.362978100019973,right,0.05717389995697886,None,,,,,,,,,,,,,,040197,001,2025-07-07_14h20.12.429,tarea_coche_autonomo,2023.2.3,59.939389274628894,2025-07-07 14h20.19.254440 +0200,
