imagen1,imagen2,hm1,cp1,ai1,pa1,vr1,cl1,hm2,cp2,ai2,pa2,vr2,cl2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Portada.started,image_11.started,text_19.started,Portada.stopped,Instruccions.started,text_8.started,key_resp_3.started,Instruccions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,instructions_2.started,image_3.started,image_4.started,key_resp_4.started,text_9.started,text_10.started,instructions_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,instructions_3.started,text_11.started,text_12.started,text_13.started,text_14.started,text_15.started,text_16.started,text_17.started,image_5.started,key_resp_5.started,text_18.started,image_6.started,image_7.started,image_8.started,image_9.started,image_10.started,instructions_3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,trial.started,image.started,image_2.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,results.started,text.started,text_2.started,text_3.started,text_4.started,text_5.started,text_6.started,text_7.started,key_resp_2.started,results.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,0.0037826000043423846,0.03265280000050552,0.03265280000050552,5.00571520000085,5.005724000002374,5.0225863000014215,5.0225863000014215,5.991486200000509,space,0.9676504000017303,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668384,001,2024-07-11_13h05.05.445,untitled,2023.2.3,60.03611772999509,2024-07-11 13h05.12.666027 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.991506600003049,6.006718600001477,6.006718600001477,6.006718600001477,6.006718600001477,6.006718600001477,7.77689900000405,right,1.7597037000014097,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668384,001,2024-07-11_13h05.05.445,untitled,2023.2.3,60.03611772999509,2024-07-11 13h05.12.666027 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.776952800006256,7.792038000006869,7.792038000006869,7.792038000006869,7.792038000006869,7.792038000006869,7.792038000006869,7.792038000006869,7.792038000006869,7.792038000006869,7.792038000006869,7.792038000006869,7.792038000006869,7.792038000006869,7.792038000006869,7.792038000006869,9.028031300003931,space,1.221687599994766,None,,,,,,,,,,,,,,,,,,,,,,668384,001,2024-07-11_13h05.05.445,untitled,2023.2.3,60.03611772999509,2024-07-11 13h05.12.666027 +0200,
C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\57.png,C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\58.png,0,-1,1,0,1,0,0,1,-1,0,-1,0,0,0,0,28,9.181147200004489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.03351660000044,9.181147200004489,9.181147200004489,9.181147200004489,9.661144900004729,right,0.4733778000008897,None,,,,,,,,,,,,,,668384,001,2024-07-11_13h05.05.445,untitled,2023.2.3,60.03611772999509,2024-07-11 13h05.12.666027 +0200,
C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\19.png,C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\20.png,-1,-1,1,0,-1,0,1,1,-1,0,1,0,0,1,1,9,9.814913300004264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.661661000005552,9.814913300004264,9.814913300004264,9.814913300004264,10.079362399999809,left,0.26276819999475265,None,,,,,,,,,,,,,,668384,001,2024-07-11_13h05.05.445,untitled,2023.2.3,60.03611772999509,2024-07-11 13h05.12.666027 +0200,
C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\77.png,C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\78.png,0,1,1,0,-1,-1,0,-1,-1,0,1,1,0,2,2,38,10.235343600004853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.079795800003922,10.235343600004853,10.235343600004853,10.235343600004853,10.428440200004843,left,0.17926640000223415,None,,,,,,,,,,,,,,668384,001,2024-07-11_13h05.05.445,untitled,2023.2.3,60.03611772999509,2024-07-11 13h05.12.666027 +0200,
C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\43.png,C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\44.png,0,-1,1,-1,-1,0,0,1,-1,1,1,0,0,3,3,21,10.5739934000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.428778300003614,10.5739934000012,10.5739934000012,10.5739934000012,10.74606660000427,right,0.16789409999910276,None,,,,,,,,,,,,,,668384,001,2024-07-11_13h05.05.445,untitled,2023.2.3,60.03611772999509,2024-07-11 13h05.12.666027 +0200,
C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\17.png,C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\18.png,-1,-1,1,0,1,0,1,1,-1,0,-1,0,0,4,4,8,10.897264600003837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.746836600003007,10.897264600003837,10.897264600003837,10.897264600003837,10.996023700005026,left,0.09234070000093197,None,,,,,,,,,,,,,,668384,001,2024-07-11_13h05.05.445,untitled,2023.2.3,60.03611772999509,2024-07-11 13h05.12.666027 +0200,
C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\79.png,C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\80.png,0,1,1,0,1,-1,0,-1,-1,0,-1,1,0,5,5,39,11.148646400004509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.99640470000304,11.148646400004509,11.148646400004509,11.148646400004509,11.179296600006637,right,0.018913700005214196,None,,,,,,,,,,,,,,668384,001,2024-07-11_13h05.05.445,untitled,2023.2.3,60.03611772999509,2024-07-11 13h05.12.666027 +0200,
C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\29.png,C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo_pavlovia\task\pngs\30.png,-1,1,1,0,-1,0,1,-1,-1,0,1,0,0,6,6,14,11.327864300001238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.179648500001349,11.327864300001238,11.327864300001238,11.327864300001238,11.345206000005419,left,0.015902499995718244,None,,,,,,,,,,,,,,668384,001,2024-07-11_13h05.05.445,untitled,2023.2.3,60.03611772999509,2024-07-11 13h05.12.666027 +0200,
