imagen1,imagen2,hm1,cp1,ai1,pa1,vr1,cl1,hm2,cp2,ai2,pa2,vr2,cl2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Portada.started,image_11.started,text_19.started,Portada.stopped,Instruccions.started,text_8.started,key_resp_3.started,Instruccions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,instructions_2.started,image_3.started,image_4.started,key_resp_4.started,text_9.started,text_10.started,instructions_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,instructions_3.started,text_11.started,text_12.started,text_13.started,text_14.started,text_15.started,text_16.started,text_17.started,image_5.started,key_resp_5.started,text_18.started,image_6.started,image_7.started,image_8.started,image_9.started,image_10.started,instructions_3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,trial.started,image.started,image_2.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,results.started,text.started,text_2.started,text_3.started,text_4.started,text_5.started,text_6.started,text_7.started,key_resp_2.started,results.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
pngs\49.png,pngs\50.png,0,-1,1,1,1,0,0,1,-1,-1,-1,0,0,8,8,24,10.791651299980003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.657321099948604,10.791651299980003,10.791651299980003,10.791651299980003,10.807142099947669,left,0.006796600006055087,None,,,,,,,,,,,,,,250317,001,2025-07-07_11h49.33.327,untitled,2023.2.3,59.966742449696724,2025-07-07 11h49.40.127254 +0200,
pngs\25.png,pngs\26.png,1,-1,1,0,1,0,-1,1,-1,0,-1,0,0,9,9,12,10.942068699980155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.80751389998477,10.942068699980155,10.942068699980155,10.942068699980155,10.974079299950972,right,0.025103399995714426,None,,,,,,,,,,,,,,250317,001,2025-07-07_11h49.33.327,untitled,2023.2.3,59.966742449696724,2025-07-07 11h49.40.127254 +0200,
pngs\13.png,pngs\14.png,0,1,1,0,-1,0,0,-1,-1,0,1,0,0,10,10,6,11.109111199970357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.974440899968613,11.109111199970357,11.109111199970357,11.109111199970357,11.15691959997639,right,0.03399510000599548,None,,,,,,,,,,,,,,250317,001,2025-07-07_11h49.33.327,untitled,2023.2.3,59.966742449696724,2025-07-07 11h49.40.127254 +0200,
pngs\55.png,pngs\56.png,0,1,1,-1,1,0,0,-1,-1,1,-1,0,0,11,11,27,11.300523399957456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.157230099954177,11.300523399957456,11.300523399957456,11.300523399957456,11.45672769995872,left,0.1460304000065662,None,,,,,,,,,,,,,,250317,001,2025-07-07_11h49.33.327,untitled,2023.2.3,59.966742449696724,2025-07-07 11h49.40.127254 +0200,
pngs\65.png,pngs\66.png,0,-1,1,0,1,-1,0,1,-1,0,-1,1,0,12,12,32,11.601441699953284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.457041899964679,11.601441699953284,11.601441699953284,11.601441699953284,11.609493099967949,left,0.005517000041436404,None,,,,,,,,,,,,,,250317,001,2025-07-07_11h49.33.327,untitled,2023.2.3,59.966742449696724,2025-07-07 11h49.40.127254 +0200,
pngs\69.png,pngs\70.png,0,1,1,0,-1,1,0,-1,-1,0,1,-1,0,13,13,34,11.743964099965524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.609814299969003,11.743964099965524,11.743964099965524,11.743964099965524,11.773509599966928,left,0.02260490000480786,None,,,,,,,,,,,,,,250317,001,2025-07-07_11h49.33.327,untitled,2023.2.3,59.966742449696724,2025-07-07 11h49.40.127254 +0200,
pngs\41.png,pngs\42.png,0,-1,1,-1,1,0,0,1,-1,1,-1,0,0,14,14,20,11.909389899985399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.773882299952675,11.909389899985399,11.909389899985399,11.909389899985399,11.939733299950603,left,0.01727690000552684,None,,,,,,,,,,,,,,250317,001,2025-07-07_11h49.33.327,untitled,2023.2.3,59.966742449696724,2025-07-07 11h49.40.127254 +0200,
pngs\53.png,pngs\54.png,0,1,1,-1,-1,0,0,-1,-1,1,1,0,0,15,15,26,12.072592699958477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.940104599983897,12.072592699958477,12.072592699958477,12.072592699958477,12.122976699960418,right,0.03776630002539605,None,,,,,,,,,,,,,,250317,001,2025-07-07_11h49.33.327,untitled,2023.2.3,59.966742449696724,2025-07-07 11h49.40.127254 +0200,
pngs\71.png,pngs\72.png,0,1,1,0,1,1,0,-1,-1,0,-1,-1,0,16,16,35,12.264646999945398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.123362299986184,12.264646999945398,12.264646999945398,12.264646999945398,12.439230299962219,right,0.16583909996552393,None,,,,,,,,,,,,,,250317,001,2025-07-07_11h49.33.327,untitled,2023.2.3,59.966742449696724,2025-07-07 11h49.40.127254 +0200,
pngs\79.png,pngs\80.png,0,1,1,0,1,-1,0,-1,-1,0,-1,1,0,17,17,39,12.574115199968219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.439633499947377,12.574115199968219,12.574115199968219,12.574115199968219,12.605839899973944,right,0.02370440005324781,None,,,,,,,,,,,,,,250317,001,2025-07-07_11h49.33.327,untitled,2023.2.3,59.966742449696724,2025-07-07 11h49.40.127254 +0200,
pngs\77.png,pngs\78.png,0,1,1,0,-1,-1,0,-1,-1,0,1,1,0,18,18,38,12.749233399983495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.60615379997762,12.749233399983495,12.749233399983495,12.749233399983495,12.7893664999865,right,0.02573570003733039,None,,,,,,,,,,,,,,250317,001,2025-07-07_11h49.33.327,untitled,2023.2.3,59.966742449696724,2025-07-07 11h49.40.127254 +0200,
pngs\15.png,pngs\16.png,0,1,1,0,1,0,0,-1,-1,0,-1,0,0,19,19,7,12.931611699983478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.789685299969278,12.931611699983478,12.931611699983478,12.931611699983478,13.139328099961858,right,0.19454870000481606,None,,,,,,,,,,,,,,250317,001,2025-07-07_11h49.33.327,untitled,2023.2.3,59.966742449696724,2025-07-07 11h49.40.127254 +0200,
pngs\73.png,pngs\74.png,0,-1,1,0,1,1,0,1,-1,0,-1,-1,0,20,20,36,13.282301199971698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.139700599946082,13.282301199971698,13.282301199971698,13.282301199971698,13.322248899959959,right,0.02813250001054257,None,,,,,,,,,,,,,,250317,001,2025-07-07_11h49.33.327,untitled,2023.2.3,59.966742449696724,2025-07-07 11h49.40.127254 +0200,
pngs\11.png,pngs\12.png,0,-1,1,0,-1,0,0,1,-1,0,1,0,0,21,21,5,13.466392499976791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.322591399948578,13.466392499976791,13.466392499976791,13.466392499976791,13.605426199967042,left,0.13235959998564795,None,,,,,,,,,,,,,,250317,001,2025-07-07_11h49.33.327,untitled,2023.2.3,59.966742449696724,2025-07-07 11h49.40.127254 +0200,
pngs\9.png,pngs\10.png,0,-1,1,0,1,0,0,1,-1,0,-1,0,0,22,22,4,13.747487399959937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.60581869998714,13.747487399959937,13.747487399959937,13.747487399959937,13.938134600000922,left,0.18710690003354102,None,,,,,,,,,,,,,,250317,001,2025-07-07_11h49.33.327,untitled,2023.2.3,59.966742449696724,2025-07-07 11h49.40.127254 +0200,
pngs\47.png,pngs\48.png,0,1,1,1,1,0,0,-1,-1,-1,-1,0,0,23,23,23,14.081581299949903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.93846689997008,14.081581299949903,14.081581299949903,14.081581299949903,14.23821909999242,left,0.14146230003098026,None,,,,,,,,,,,,,,250317,001,2025-07-07_11h49.33.327,untitled,2023.2.3,59.966742449696724,2025-07-07 11h49.40.127254 +0200,
pngs\57.png,pngs\58.png,0,-1,1,0,1,0,0,1,-1,0,-1,0,0,24,24,28,14.380410199984908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.238566599960905,14.380410199984908,14.380410199984908,14.380410199984908,14.454663299955428,left,0.057755400019232184,None,,,,,,,,,,,,,,250317,001,2025-07-07_11h49.33.327,untitled,2023.2.3,59.966742449696724,2025-07-07 11h49.40.127254 +0200,
pngs\3.png,pngs\4.png,0,-1,1,0,-1,0,0,1,-1,0,1,0,0,25,25,1,14.597604699956719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.454990399943199,14.597604699956719,14.597604699956719,14.597604699956719,14.621492399950512,left,0.016006699996069074,None,,,,,,,,,,,,,,250317,001,2025-07-07_11h49.33.327,untitled,2023.2.3,59.966742449696724,2025-07-07 11h49.40.127254 +0200,
pngs\63.png,pngs\64.png,0,1,1,0,1,0,0,-1,-1,0,-1,0,0,26,26,31,14.754426299943589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.621878299978562,14.754426299943589,14.754426299943589,14.754426299943589,14.787305399950128,left,0.028426500037312508,None,,,,,,,,,,,,,,250317,001,2025-07-07_11h49.33.327,untitled,2023.2.3,59.966742449696724,2025-07-07 11h49.40.127254 +0200,
pngs\61.png,pngs\62.png,0,1,1,0,-1,0,0,-1,-1,0,1,0,0,27,27,30,14.929828999971505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.787662499991711,14.929828999971505,14.929828999971505,14.929828999971505,15.004628599970601,left,0.060983700037468225,None,,,,,,,,,,,,,,250317,001,2025-07-07_11h49.33.327,untitled,2023.2.3,59.966742449696724,2025-07-07 11h49.40.127254 +0200,
pngs\21.png,pngs\22.png,1,1,1,0,-1,0,-1,-1,-1,0,1,0,0,28,28,10,15.13942679995671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.005014700000174,15.13942679995671,15.13942679995671,15.13942679995671,15.238283699960448,left,0.09136670001316816,None,,,,,,,,,,,,,,250317,001,2025-07-07_11h49.33.327,untitled,2023.2.3,59.966742449696724,2025-07-07 11h49.40.127254 +0200,
pngs\67.png,pngs\68.png,0,-1,1,0,-1,-1,0,1,-1,0,1,1,0,29,29,33,15.382144499977585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.238651699968614,15.382144499977585,15.382144499977585,15.382144499977585,15.504331499978434,left,0.11143480002647266,None,,,,,,,,,,,,,,250317,001,2025-07-07_11h49.33.327,untitled,2023.2.3,59.966742449696724,2025-07-07 11h49.40.127254 +0200,
pngs\39.png,pngs\40.png,0,1,1,0,1,0,0,-1,-1,0,-1,0,0,30,30,19,15.637095499958377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.504826299962588,15.637095499958377,15.637095499958377,15.637095499958377,15.687024499988183,left,0.03376699995715171,None,,,,,,,,,,,,,,250317,001,2025-07-07_11h49.33.327,untitled,2023.2.3,59.966742449696724,2025-07-07 11h49.40.127254 +0200,
pngs\7.png,pngs\8.png,0,1,1,0,1,0,0,-1,-1,0,-1,0,0,31,31,3,15.82199229998514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.687351799977478,15.82199229998514,15.82199229998514,15.82199229998514,15.87044029997196,left,0.032127999991644174,None,,,,,,,,,,,,,,250317,001,2025-07-07_11h49.33.327,untitled,2023.2.3,59.966742449696724,2025-07-07 11h49.40.127254 +0200,
pngs\45.png,pngs\46.png,0,1,1,1,-1,0,0,-1,-1,-1,1,0,0,32,32,22,16.013011699949857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.870809599990025,16.013011699949857,16.013011699949857,16.013011699949857,16.03720749996137,left,0.008967700006905943,None,,,,,,,,,,,,,,250317,001,2025-07-07_11h49.33.327,untitled,2023.2.3,59.966742449696724,2025-07-07 11h49.40.127254 +0200,
pngs\37.png,pngs\38.png,0,1,1,0,-1,0,0,-1,-1,0,1,0,0,33,33,18,16.17096069996478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.03757369995583,16.17096069996478,16.17096069996478,16.17096069996478,16.203718499979004,left,0.019738500006496906,None,,,,,,,,,,,,,,250317,001,2025-07-07_11h49.33.327,untitled,2023.2.3,59.966742449696724,2025-07-07 11h49.40.127254 +0200,
pngs\35.png,pngs\36.png,0,-1,1,0,-1,0,0,1,-1,0,1,0,0,34,34,17,16.345979399979115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.20402009994723,16.345979399979115,16.345979399979115,16.345979399979115,16.3868436999619,left,0.02803169999970123,None,,,,,,,,,,,,,,250317,001,2025-07-07_11h49.33.327,untitled,2023.2.3,59.966742449696724,2025-07-07 11h49.40.127254 +0200,
pngs\33.png,pngs\34.png,0,-1,1,0,1,0,0,1,-1,0,-1,0,0,35,35,16,16.53168899996672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.387214299989864,16.53168899996672,16.53168899996672,16.53168899996672,16.553268899966497,left,0.018919699999969453,None,,,,,,,,,,,,,,250317,001,2025-07-07_11h49.33.327,untitled,2023.2.3,59.966742449696724,2025-07-07 11h49.40.127254 +0200,
pngs\29.png,pngs\30.png,-1,1,1,0,-1,0,1,-1,-1,0,1,0,0,36,36,14,16.688253599975724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5536129999673,16.688253599975724,16.688253599975724,16.688253599975724,16.71989189996384,left,0.029847700032405555,None,,,,,,,,,,,,,,250317,001,2025-07-07_11h49.33.327,untitled,2023.2.3,59.966742449696724,2025-07-07 11h49.40.127254 +0200,
pngs\51.png,pngs\52.png,0,-1,1,1,-1,0,0,1,-1,-1,1,0,0,37,37,25,16.863924599951133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.72025739995297,16.863924599951133,16.863924599951133,16.863924599951133,16.903202299959958,left,0.022741499997209758,None,,,,,,,,,,,,,,250317,001,2025-07-07_11h49.33.327,untitled,2023.2.3,59.966742449696724,2025-07-07 11h49.40.127254 +0200,
pngs\19.png,pngs\20.png,-1,-1,1,0,-1,0,1,1,-1,0,1,0,0,38,38,9,17.036257999949157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.903537799953483,17.036257999949157,17.036257999949157,17.036257999949157,17.06967659998918,left,0.025371900002937764,None,,,,,,,,,,,,,,250317,001,2025-07-07_11h49.33.327,untitled,2023.2.3,59.966742449696724,2025-07-07 11h49.40.127254 +0200,
pngs\43.png,pngs\44.png,0,-1,1,-1,-1,0,0,1,-1,1,1,0,0,39,39,21,17.20131069998024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.069979799969587,17.20131069998024,17.20131069998024,17.20131069998024,17.23591549997218,left,0.029967900016345084,None,,,,,,,,,,,,,,250317,001,2025-07-07_11h49.33.327,untitled,2023.2.3,59.966742449696724,2025-07-07 11h49.40.127254 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.23617089999607,17.260775899980217,17.260775899980217,17.260775899980217,17.260775899980217,17.260775899980217,17.260775899980217,17.260775899980217,17.260775899980217,18.63598219997948,space,1.370256900030654,None,250317,001,2025-07-07_11h49.33.327,untitled,2023.2.3,59.966742449696724,2025-07-07 11h49.40.127254 +0200,
