repeat.thisRepN,repeat.thisTrialN,repeat.thisN,repeat.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,image.stopped,monkey_sound.started,monkey_sound.stopped,Bienvenida.started,Bienvenida.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,feedback_text.started,feedback_text.stopped,level_up_sound.started,level_up_sound.stopped,velo.started,velo.stopped,text.started,text.stopped,si.keys,si.rt,si.started,si.stopped,no.keys,no.started,no.stopped,no.rt,Adios.started,Adios.stopped,mean_speed,max_speed,number_trials,number_trials_correct,Participant,date,expName,psychopyVersion,frameRate,
1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ester,2022_Oct_12_2052,BananaMonkey,3.2.3,59.889671251144705,
1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ester,2022_Oct_12_2052,BananaMonkey,3.2.3,59.889671251144705,
1,0,1,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ester,2022_Oct_12_2052,BananaMonkey,3.2.3,59.889671251144705,
1,0,1,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ester,2022_Oct_12_2052,BananaMonkey,3.2.3,59.889671251144705,
1,0,1,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ester,2022_Oct_12_2052,BananaMonkey,3.2.3,59.889671251144705,
1,0,1,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ester,2022_Oct_12_2052,BananaMonkey,3.2.3,59.889671251144705,
1,0,1,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ester,2022_Oct_12_2052,BananaMonkey,3.2.3,59.889671251144705,
1,0,1,0,,,,,,,,,,,,,,,89.76324920001207,None,89.7626568799722,None,89.76324920001207,None,92.7657867000089,None,s,0.4993709000409581,92.7657867000089,None,None,92.7657867000089,None,,,,,,,,Ester,2022_Oct_12_2052,BananaMonkey,3.2.3,59.889671251144705,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ester,2022_Oct_12_2052,BananaMonkey,3.2.3,59.889671251144705,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ester,2022_Oct_12_2052,BananaMonkey,3.2.3,59.889671251144705,
2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ester,2022_Oct_12_2052,BananaMonkey,3.2.3,59.889671251144705,
2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ester,2022_Oct_12_2052,BananaMonkey,3.2.3,59.889671251144705,
2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ester,2022_Oct_12_2052,BananaMonkey,3.2.3,59.889671251144705,
2,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ester,2022_Oct_12_2052,BananaMonkey,3.2.3,59.889671251144705,
2,0,2,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ester,2022_Oct_12_2052,BananaMonkey,3.2.3,59.889671251144705,
2,0,2,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ester,2022_Oct_12_2052,BananaMonkey,3.2.3,59.889671251144705,
2,0,2,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ester,2022_Oct_12_2052,BananaMonkey,3.2.3,59.889671251144705,
2,0,2,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ester,2022_Oct_12_2052,BananaMonkey,3.2.3,59.889671251144705,
2,0,2,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ester,2022_Oct_12_2052,BananaMonkey,3.2.3,59.889671251144705,
2,0,2,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ester,2022_Oct_12_2052,BananaMonkey,3.2.3,59.889671251144705,
2,0,2,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ester,2022_Oct_12_2052,BananaMonkey,3.2.3,59.889671251144705,
2,0,2,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ester,2022_Oct_12_2052,BananaMonkey,3.2.3,59.889671251144705,
2,0,2,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ester,2022_Oct_12_2052,BananaMonkey,3.2.3,59.889671251144705,
2,0,2,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ester,2022_Oct_12_2052,BananaMonkey,3.2.3,59.889671251144705,
2,0,2,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ester,2022_Oct_12_2052,BananaMonkey,3.2.3,59.889671251144705,
2,0,2,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ester,2022_Oct_12_2052,BananaMonkey,3.2.3,59.889671251144705,
2,0,2,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ester,2022_Oct_12_2052,BananaMonkey,3.2.3,59.889671251144705,
2,0,2,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ester,2022_Oct_12_2052,BananaMonkey,3.2.3,59.889671251144705,
2,0,2,0,,,,,,,,,,,,,,,113.62015109998174,None,113.61999558000825,None,113.62015109998174,None,116.62261719995877,None,None,,116.62261719995877,None,n,116.62261719995877,None,0.5927702999906614,,,,,,,Ester,2022_Oct_12_2052,BananaMonkey,3.2.3,59.889671251144705,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.24010900000576,None,0.05812500000000003,0.0850000000000001,60,53,,,,,,
