image.started,image.stopped,Bienvenida.started,Bienvenida.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Participant,date,expName,psychopyVersion,frameRate,
10.908455499971751,None,15.846957299974747,None,space,1.1900007000076585,15.846957299974747,None,ester,2022_Oct_11_2147,BananaMonkey,3.2.3,59.89379631353352,
