image.started,image.stopped,Bienvenida.started,Bienvenida.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Participant,date,expName,psychopyVersion,frameRate,
10.91170300001977,None,11.851118999999017,None,space,1.3803970000008121,11.851118999999017,None,kk,2022_Oct_11_2154,BananaMonkey,3.2.3,59.92006663630907,
