image.started,image.stopped,Bienvenida.started,Bienvenida.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Participant,date,expName,psychopyVersion,frameRate,
9.661289600015152,None,10.56840510002803,None,space,1.2655899000237696,10.56840510002803,None,pero,2022_Oct_11_2149,BananaMonkey,3.2.3,59.92527316647593,
