image.started,image.stopped,Bienvenida.started,Bienvenida.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Participant,date,expName,psychopyVersion,frameRate,
8.474481599987485,None,9.421126400004141,None,space,1.4491626000381075,9.421126400004141,None,gf,2022_Oct_12_1210,BananaMonkey,3.2.3,59.899321235248166,
