repeat.thisRepN,repeat.thisTrialN,repeat.thisN,repeat.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,image.stopped,monkey_sound.started,monkey_sound.stopped,Bienvenida.started,Bienvenida.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,feedback_text.started,feedback_text.stopped,level_up_sound.started,level_up_sound.stopped,velo.started,velo.stopped,text.started,text.stopped,si.keys,si.rt,si.started,si.stopped,no.keys,no.started,no.stopped,no.rt,Adios.started,Adios.stopped,mean_speed,max_speed,number_trials,number_trials_correct,Participant,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
3,0,3,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
3,0,3,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
3,0,3,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
3,0,3,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
3,0,3,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
3,0,3,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
3,0,3,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
3,0,3,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
3,0,3,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
3,0,3,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
3,0,3,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
3,0,3,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
3,0,3,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
3,0,3,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
3,0,3,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
3,0,3,0,,,,,,,,,,,,,,,124.74021700001322,None,124.7394490700157,None,124.74021700001322,None,127.7417587999953,None,s,1.3006025000358932,127.7417587999953,None,None,127.7417587999953,None,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
4,0,4,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
4,0,4,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
4,0,4,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
4,0,4,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
4,0,4,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
4,0,4,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
4,0,4,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
4,0,4,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
4,0,4,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
4,0,4,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
4,0,4,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
4,0,4,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
4,0,4,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
4,0,4,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
4,0,4,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
4,0,4,0,,,,,,,,,,,,,,,149.4136255000485,None,149.41415547003854,None,149.4136255000485,None,152.41633209999418,None,s,0.8018281999975443,152.41633209999418,None,None,152.41633209999418,None,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
5,0,5,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
5,0,5,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
5,0,5,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
5,0,5,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
5,0,5,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
5,0,5,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
5,0,5,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
5,0,5,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
5,0,5,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
5,0,5,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
5,0,5,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
5,0,5,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
5,0,5,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
5,0,5,0,,,,,,,,,,,,,,,173.59612050000578,None,173.5878196700418,176.59086500003468,173.59612050000578,None,176.60783410002477,None,s,0.7548621000023559,176.60783410002477,None,None,176.60783410002477,None,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
6,0,6,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
6,0,6,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
6,0,6,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
6,0,6,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
6,0,6,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
6,0,6,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
6,0,6,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
6,0,6,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
6,0,6,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
6,0,6,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
6,0,6,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoo,2022_Oct_12_2047,BananaMonkey,3.2.3,59.85669109207111,
