trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,image.stopped,Bienvenida.started,Bienvenida.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Participant,date,expName,psychopyVersion,frameRate,
,,,,8.392859700019471,None,9.349820900009945,None,space,1.0698372999904677,9.349820900009945,None,jh,2022_Oct_12_1230,BananaMonkey,3.2.3,59.93267163334266,
