image.started,image.stopped,Bienvenida.started,Bienvenida.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Participant,date,expName,psychopyVersion,frameRate,
9.72563399997307,None,10.668490199954249,None,space,3.910199499980081,10.668490199954249,None,dgdg,2022_Oct_11_2153,BananaMonkey,3.2.3,59.9187741051698,
