image.started,image.stopped,Bienvenida.started,Bienvenida.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Participant,date,expName,psychopyVersion,frameRate,
8.31079919997137,None,9.271281099994667,None,space,0.5414545999956317,9.271281099994667,None,re,2022_Oct_12_1225,BananaMonkey,3.2.3,59.92958275523185,
