trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,image.stopped,Bienvenida.started,Bienvenida.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Participant,date,expName,psychopyVersion,frameRate,
,,,,9.08770109998295,None,12.054538399970625,None,space,1.20745360001456,12.054538399970625,None,er,2022_Oct_12_1358,BananaMonkey,3.2.3,59.95610015120475,
0,0,0,0,,,,,,,,,er,2022_Oct_12_1358,BananaMonkey,3.2.3,59.95610015120475,
1,0,1,0,,,,,,,,,er,2022_Oct_12_1358,BananaMonkey,3.2.3,59.95610015120475,
2,0,2,0,,,,,,,,,er,2022_Oct_12_1358,BananaMonkey,3.2.3,59.95610015120475,
3,0,3,0,,,,,,,,,er,2022_Oct_12_1358,BananaMonkey,3.2.3,59.95610015120475,
4,0,4,0,,,,,,,,,er,2022_Oct_12_1358,BananaMonkey,3.2.3,59.95610015120475,
