image.started,image.stopped,Bienvenida.started,Bienvenida.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Participant,date,expName,psychopyVersion,frameRate,
9.501182100037113,None,10.43826700001955,None,space,0.6059689999674447,10.43826700001955,None,ki,2022_Oct_11_2203,BananaMonkey,3.2.3,59.880884942907585,
