trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,image.stopped,Bienvenida.started,Bienvenida.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Adios.started,Adios.stopped,Participant,date,expName,psychopyVersion,frameRate,
,,,,9.242871800030116,None,10.196788000001106,None,space,1.532560800027568,10.196788000001106,None,,,ru,2022_Oct_12_1325,BananaMonkey,3.2.3,59.93917370993954,
0,0,0,0,,,,,,,,,,,ru,2022_Oct_12_1325,BananaMonkey,3.2.3,59.93917370993954,
1,0,1,0,,,,,,,,,,,ru,2022_Oct_12_1325,BananaMonkey,3.2.3,59.93917370993954,
2,0,2,0,,,,,,,,,,,ru,2022_Oct_12_1325,BananaMonkey,3.2.3,59.93917370993954,
3,0,3,0,,,,,,,,,,,ru,2022_Oct_12_1325,BananaMonkey,3.2.3,59.93917370993954,
4,0,4,0,,,,,,,,,,,ru,2022_Oct_12_1325,BananaMonkey,3.2.3,59.93917370993954,
,,,,,,,,,,,,26.84698989999015,None,,,,,,
